ID,Link,Name,New,In Analysis,Ready,In Progress,Waiting,Accepted,Done,Type,
BKG-428,https://its.it.lan.com/browse/BKG-428,,2016-10-13,,2016-10-13,2016-10-21,,,2016-10-25,Spike,
BKG-429,https://its.it.lan.com/browse/BKG-429,,2016-10-13,,2016-10-13,2016-10-21,,,2016-10-25,Spike,
BKG-430,https://its.it.lan.com/browse/BKG-430,,2016-10-13,,2016-10-13,2016-10-21,,,2016-11-02,Spike,
BKG-433,https://its.it.lan.com/browse/BKG-433,,2016-10-17,,2016-10-18,2016-10-19,2016-10-27,2016-10-28,2016-11-07,Task,
BKG-434,https://its.it.lan.com/browse/BKG-434,,2016-10-17,,2016-10-28,2016-11-08,2016-12-23,2016-12-23,2016-12-26,Story,
BKG-435,https://its.it.lan.com/browse/BKG-435,,2016-10-17,,2016-11-04,2016-11-10,2016-12-13,2016-12-21,2016-12-22,Story,
BKG-436,https://its.it.lan.com/browse/BKG-436,,2016-10-18,,2018-03-07,2018-03-07,2018-03-07,2018-03-09,2018-03-12,Story,
BKG-439,https://its.it.lan.com/browse/BKG-439,,2016-10-18,,2016-10-18,2016-10-19,2016-10-19,2016-10-24,2016-11-04,Bug,
BKG-440,https://its.it.lan.com/browse/BKG-440,,2016-10-19,,2016-10-20,2016-10-26,2016-10-26,2016-11-02,2016-11-07,Story,
BKG-441,https://its.it.lan.com/browse/BKG-441,,2016-10-20,,2016-10-25,2016-10-26,2016-11-10,2016-11-21,2016-11-22,Task,
BKG-442,https://its.it.lan.com/browse/BKG-442,,2016-10-20,,2016-10-21,2016-10-27,2016-11-03,2016-11-03,2016-11-07,Task,
BKG-443,https://its.it.lan.com/browse/BKG-443,,2016-10-24,,2016-10-25,2016-11-03,2016-11-04,2016-11-04,2016-11-07,Bug,
BKG-445,https://its.it.lan.com/browse/BKG-445,,2016-10-24,,2016-10-24,2016-10-24,2016-10-24,2016-10-24,2016-11-04,Story,
BKG-447,https://its.it.lan.com/browse/BKG-447,,2016-10-25,,2016-10-25,2016-10-25,2016-10-27,2016-10-27,2016-11-02,Task,
BKG-448,https://its.it.lan.com/browse/BKG-448,,2016-10-28,,2016-11-10,2016-12-30,2017-01-10,2017-01-10,2017-01-11,Story,
BKG-449,https://its.it.lan.com/browse/BKG-449,,2016-11-07,,2016-11-07,2016-11-07,2016-11-08,2016-11-08,2016-11-09,Bug,
BKG-451,https://its.it.lan.com/browse/BKG-451,,2016-11-09,,2016-11-10,2016-11-10,2016-11-15,2016-11-16,2016-11-18,Task,
BKG-452,https://its.it.lan.com/browse/BKG-452,,2016-11-10,,2016-11-10,2016-11-15,2016-11-15,2016-11-17,2016-11-23,Story,
BKG-454,https://its.it.lan.com/browse/BKG-454,,2016-11-14,,2016-11-14,2016-11-14,2016-11-14,2016-11-14,2016-11-14,Bug,
BKG-456,https://its.it.lan.com/browse/BKG-456,,2016-11-16,,2016-11-16,2016-12-19,2016-12-30,2016-12-30,2017-01-09,Story,
BKG-457,https://its.it.lan.com/browse/BKG-457,,2016-11-16,,2016-11-16,2016-11-16,2016-11-16,2016-11-16,2016-11-18,Task,
BKG-462,https://its.it.lan.com/browse/BKG-462,,2016-11-17,,2016-11-21,2016-11-21,2016-11-28,2016-11-29,2016-12-02,Story,
BKG-463,https://its.it.lan.com/browse/BKG-463,,2016-11-18,,2016-11-18,2016-11-18,2016-11-18,2016-11-18,2016-11-18,Bug,
BKG-465,https://its.it.lan.com/browse/BKG-465,,2016-11-21,,2016-11-21,2016-11-21,2016-11-22,2016-11-22,2016-11-23,Bug,
BKG-466,https://its.it.lan.com/browse/BKG-466,,2016-11-21,,2016-11-21,2016-11-29,2016-11-30,2016-11-30,2016-12-02,Task,
BKG-467,https://its.it.lan.com/browse/BKG-467,,2016-11-21,,2016-11-21,2016-11-21,2016-11-22,2016-11-22,2016-11-25,Task,
BKG-469,https://its.it.lan.com/browse/BKG-469,,2016-11-23,,2017-10-17,2017-10-17,2017-10-25,2017-10-26,2017-10-30,Story,
BKG-472,https://its.it.lan.com/browse/BKG-472,,2016-11-28,,2016-11-29,2016-12-28,,,2017-01-30,Spike,
BKG-478,https://its.it.lan.com/browse/BKG-478,,2016-11-30,,2017-02-06,2017-02-06,,,2017-02-06,Spike,
BKG-479,https://its.it.lan.com/browse/BKG-479,,2016-11-30,,2016-12-23,2016-12-27,,,2017-01-09,Spike,
BKG-480,https://its.it.lan.com/browse/BKG-480,,2016-11-30,,2016-11-30,2016-12-01,2016-12-16,2016-12-19,2016-12-20,Task,
BKG-481,https://its.it.lan.com/browse/BKG-481,,2016-11-30,,2016-12-27,2016-12-27,2017-01-06,2017-01-10,2017-01-17,Story,
BKG-482,https://its.it.lan.com/browse/BKG-482,,2016-11-30,,2017-01-11,2017-01-11,2017-01-26,2017-02-02,2017-02-08,Story,
BKG-484,https://its.it.lan.com/browse/BKG-484,,2016-12-02,,2016-12-07,2016-12-07,2016-12-22,2016-12-26,2016-12-27,Task,
BKG-487,https://its.it.lan.com/browse/BKG-487,,2016-12-13,,2016-12-13,2016-12-13,2016-12-15,2016-12-15,2016-12-23,Task,
BKG-488,https://its.it.lan.com/browse/BKG-488,,2016-12-13,,2016-12-13,2016-12-13,2016-12-15,2016-12-15,2016-12-16,Task,
BKG-489,https://its.it.lan.com/browse/BKG-489,,2016-12-13,,2016-12-13,2016-12-13,2016-12-16,2016-12-16,2016-12-19,Task,
BKG-504,https://its.it.lan.com/browse/BKG-504,,2016-12-16,,2016-12-16,2016-12-16,2016-12-16,2016-12-19,2016-12-20,Bug,
BKG-505,https://its.it.lan.com/browse/BKG-505,,2016-12-16,,2016-12-28,2017-01-09,2017-01-10,2017-01-12,2017-01-17,Task,
BKG-509,https://its.it.lan.com/browse/BKG-509,,2016-12-16,,2017-02-14,2017-02-17,2017-02-23,2017-02-24,2017-03-01,Task,
BKG-510,https://its.it.lan.com/browse/BKG-510,,2016-12-16,,2017-02-07,2017-02-07,2017-02-20,2017-02-23,2017-03-01,Task,
BKG-518,https://its.it.lan.com/browse/BKG-518,,2016-12-19,,2016-12-20,2016-12-21,2016-12-23,2016-12-30,2017-01-09,Task,
BKG-520,https://its.it.lan.com/browse/BKG-520,,2016-12-19,,2016-12-20,2017-01-09,2017-01-10,2017-01-10,2017-01-17,Task,
BKG-521,https://its.it.lan.com/browse/BKG-521,,2016-12-21,,2017-01-06,2017-01-06,2017-01-10,2017-01-16,2017-01-17,Story,
BKG-522,https://its.it.lan.com/browse/BKG-522,,2016-12-21,,,,,,2017-05-04,Story,
BKG-523,https://its.it.lan.com/browse/BKG-523,,2016-12-21,,2017-03-28,2017-03-28,2017-03-29,2017-03-29,2017-03-30,Story,
BKG-526,https://its.it.lan.com/browse/BKG-526,,2016-12-23,,2017-01-09,2017-01-16,2017-01-24,2017-01-26,2017-02-08,Story,
BKG-527,https://its.it.lan.com/browse/BKG-527,,2016-12-23,,2017-01-05,2017-01-09,2017-01-12,2017-01-16,2017-01-17,Task,
BKG-528,https://its.it.lan.com/browse/BKG-528,,2016-12-23,,2017-05-08,2017-05-09,2017-06-07,2017-06-07,2017-06-07,Task,
BKG-537,https://its.it.lan.com/browse/BKG-537,,2016-12-28,,2016-12-28,2016-12-28,2016-12-28,2016-12-28,2016-12-29,Story,
BKG-543,https://its.it.lan.com/browse/BKG-543,,2017-01-10,,2017-01-23,2017-01-26,2017-02-06,2017-02-07,2017-02-08,Story,
BKG-544,https://its.it.lan.com/browse/BKG-544,,2017-01-12,,2017-01-26,2017-01-26,2017-01-30,2017-02-02,2017-02-08,Story,
BKG-545,https://its.it.lan.com/browse/BKG-545,,2017-01-12,,2017-01-12,2017-02-21,2017-03-02,2017-03-06,2017-03-09,Task,
BKG-546,https://its.it.lan.com/browse/BKG-546,,2017-01-12,,2017-01-12,2017-01-23,2017-02-06,2017-02-06,2017-02-08,Task,
BKG-548,https://its.it.lan.com/browse/BKG-548,,2017-01-17,,2017-02-07,2017-02-07,2017-02-09,2017-02-10,2017-02-13,Story,
BKG-549,https://its.it.lan.com/browse/BKG-549,,2017-01-19,,2017-02-02,2017-02-06,2017-02-06,2017-02-06,2017-02-06,Story,
BKG-550,https://its.it.lan.com/browse/BKG-550,,2017-01-19,,2017-01-30,2017-01-30,2017-01-30,2017-01-30,2017-01-30,Task,
BKG-552,https://its.it.lan.com/browse/BKG-552,,2017-01-23,,,,,,2017-06-05,Story,
BKG-556,https://its.it.lan.com/browse/BKG-556,,2017-01-23,,2017-03-28,2017-03-30,2017-04-05,2017-04-06,2017-04-06,Story,
BKG-558,https://its.it.lan.com/browse/BKG-558,,2017-01-23,,2017-02-09,2017-02-13,2017-02-20,2017-02-23,2017-03-01,Story,
BKG-560,https://its.it.lan.com/browse/BKG-560,,2017-01-23,,2017-03-21,2017-03-24,2017-03-30,2017-03-31,2017-03-31,Story,
BKG-561,https://its.it.lan.com/browse/BKG-561,,2017-01-23,,2017-02-21,2017-02-22,2017-03-03,2017-03-06,2017-03-09,Story,
BKG-562,https://its.it.lan.com/browse/BKG-562,,2017-01-23,,2017-03-06,2017-03-07,2017-03-07,2017-03-08,2017-03-09,Story,
BKG-566,https://its.it.lan.com/browse/BKG-566,,2017-01-23,,2017-04-24,2017-04-25,2017-05-02,2017-05-03,2017-05-04,Story,
BKG-567,https://its.it.lan.com/browse/BKG-567,,2017-01-23,,,,,,2017-03-27,Story,
BKG-568,https://its.it.lan.com/browse/BKG-568,,2017-01-23,,2017-03-28,2017-04-03,2017-04-10,2017-04-12,2017-04-12,Story,
BKG-576,https://its.it.lan.com/browse/BKG-576,,2017-01-24,,2018-01-22,2018-01-22,2018-01-24,2018-01-24,2018-02-13,Story,
BKG-582,https://its.it.lan.com/browse/BKG-582,,2017-01-24,,2017-06-08,2017-06-08,2017-06-14,2017-06-15,2017-06-15,Story,
BKG-584,https://its.it.lan.com/browse/BKG-584,,2017-01-24,,2017-05-03,2017-05-04,2017-05-11,2017-05-15,2017-05-16,Story,
BKG-585,https://its.it.lan.com/browse/BKG-585,,2017-01-25,,,2017-01-25,2017-01-26,2017-01-26,2017-01-27,Task,
BKG-586,https://its.it.lan.com/browse/BKG-586,,2017-01-27,,2017-01-27,2017-02-07,2017-02-09,2017-02-09,2017-02-13,Task,
BKG-587,https://its.it.lan.com/browse/BKG-587,,2017-01-27,,2017-01-27,2017-01-30,2017-01-30,2017-01-30,2017-01-30,Bug,
BKG-588,https://its.it.lan.com/browse/BKG-588,,2017-01-27,,2017-01-30,2017-01-30,,,2017-01-31,Bug,
BKG-589,https://its.it.lan.com/browse/BKG-589,,2017-01-27,,2017-01-30,2017-01-30,,,2017-01-31,Bug,
BKG-592,https://its.it.lan.com/browse/BKG-592,,2017-01-27,,2017-01-30,2017-01-30,2017-01-31,2017-01-31,2017-02-06,Task,
BKG-598,https://its.it.lan.com/browse/BKG-598,,2017-01-30,,2017-04-20,2017-04-20,2017-04-24,2017-04-24,2017-04-25,Story,
BKG-600,https://its.it.lan.com/browse/BKG-600,,2017-01-30,,2017-04-11,2017-04-11,,,2017-04-11,Spike,
BKG-610,https://its.it.lan.com/browse/BKG-610,,2017-01-30,,2017-08-23,2017-08-28,2017-08-29,2017-08-30,2017-08-30,Story,
BKG-611,https://its.it.lan.com/browse/BKG-611,,2017-01-30,,2017-09-06,2017-09-06,2017-09-11,2017-09-12,2017-09-12,Story,
BKG-612,https://its.it.lan.com/browse/BKG-612,,2017-01-31,,2017-01-31,2017-01-31,2017-01-31,2017-01-31,2017-02-01,Task,
BKG-613,https://its.it.lan.com/browse/BKG-613,,2017-01-31,,2017-01-31,2017-01-31,2017-02-01,2017-02-01,2017-02-01,Task,
BKG-614,https://its.it.lan.com/browse/BKG-614,,2017-01-31,,2017-01-31,2017-02-01,2017-02-01,2017-02-01,2017-02-03,Task,
BKG-615,https://its.it.lan.com/browse/BKG-615,,2017-01-31,,2017-01-31,2017-01-31,2017-01-31,2017-01-31,2017-02-01,Task,
BKG-616,https://its.it.lan.com/browse/BKG-616,,2017-02-03,,2017-02-03,2017-02-03,2017-02-06,2017-02-06,2017-02-08,Task,
BKG-617,https://its.it.lan.com/browse/BKG-617,,2017-02-03,,2017-02-06,2017-02-06,,,2017-02-08,Task,
BKG-618,https://its.it.lan.com/browse/BKG-618,,2017-02-06,,2017-02-06,2017-02-06,2017-02-06,2017-02-06,2017-02-10,Task,
BKG-621,https://its.it.lan.com/browse/BKG-621,,2017-02-08,,2017-02-08,2017-02-09,,,2017-04-04,Bug,
BKG-622,https://its.it.lan.com/browse/BKG-622,,2017-02-08,,2017-02-08,2017-02-08,,,2017-02-13,Bug,
BKG-623,https://its.it.lan.com/browse/BKG-623,,2017-02-08,,2017-04-11,2017-04-11,2017-04-17,2017-04-17,2017-04-18,Story,
BKG-624,https://its.it.lan.com/browse/BKG-624,,2017-02-13,,2017-02-13,2017-02-13,2017-02-13,2017-02-13,2017-02-14,Task,
BKG-625,https://its.it.lan.com/browse/BKG-625,,2017-02-13,,2017-02-13,2017-02-13,2017-02-13,2017-02-14,2017-02-14,Task,
BKG-626,https://its.it.lan.com/browse/BKG-626,,2017-02-13,,2017-02-13,2017-02-20,2017-02-22,2017-02-23,2017-03-01,Task,
BKG-627,https://its.it.lan.com/browse/BKG-627,,2017-02-13,,2017-02-15,2017-02-15,2017-02-15,2017-02-16,2017-02-24,Task,
BKG-630,https://its.it.lan.com/browse/BKG-630,,2017-02-14,,2017-02-14,2017-02-14,2017-02-15,2017-02-15,2017-02-15,Story,
BKG-631,https://its.it.lan.com/browse/BKG-631,,2017-02-15,,2017-02-15,2017-02-16,2017-02-21,2017-02-23,2017-02-24,Bug,
BKG-632,https://its.it.lan.com/browse/BKG-632,,2017-02-16,,2017-02-16,2017-02-16,2017-02-16,2017-02-16,2017-02-16,Bug,
BKG-634,https://its.it.lan.com/browse/BKG-634,,2017-02-20,,2017-02-24,2017-03-02,2017-03-07,2017-03-08,2017-03-09,Task,
BKG-638,https://its.it.lan.com/browse/BKG-638,,2017-02-22,,,,,,2017-04-03,Story,
BKG-639,https://its.it.lan.com/browse/BKG-639,,2017-02-22,,2017-03-20,2017-03-20,2017-03-22,2017-03-28,2017-03-29,Story,
BKG-641,https://its.it.lan.com/browse/BKG-641,,2017-02-24,,2017-03-20,2017-03-21,2017-03-24,2017-03-27,2017-03-28,Story,
BKG-642,https://its.it.lan.com/browse/BKG-642,,2017-03-01,,2017-03-01,2017-03-02,2017-03-02,2017-03-02,2017-03-02,Task,
BKG-643,https://its.it.lan.com/browse/BKG-643,,2017-03-01,,2017-03-29,2017-03-31,2017-04-06,2017-04-06,2017-04-06,Bug,
BKG-645,https://its.it.lan.com/browse/BKG-645,,2017-03-02,,2017-03-29,2017-03-29,2017-03-30,2017-04-04,2017-04-06,Story,
BKG-646,https://its.it.lan.com/browse/BKG-646,,2017-03-03,,2017-03-06,2017-03-06,2017-03-10,2017-03-13,2017-03-13,Story,
BKG-653,https://its.it.lan.com/browse/BKG-653,,2017-03-06,,2017-03-06,2017-03-06,2017-03-06,2017-03-06,2017-03-07,Task,
BKG-655,https://its.it.lan.com/browse/BKG-655,,2017-03-07,,2017-03-08,2017-03-08,2017-03-15,2017-03-20,2017-03-21,Task,
BKG-658,https://its.it.lan.com/browse/BKG-658,,2017-03-08,,2017-03-09,2017-03-09,2017-03-16,2017-03-20,2017-03-21,Task,
BKG-659,https://its.it.lan.com/browse/BKG-659,,2017-03-08,,2017-03-09,2017-03-20,2017-03-22,2017-03-24,2017-03-24,Task,
BKG-660,https://its.it.lan.com/browse/BKG-660,,2017-03-09,,2017-03-10,2017-03-13,2017-03-20,2017-03-23,2017-03-24,Task,
BKG-662,https://its.it.lan.com/browse/BKG-662,,2017-03-13,,2017-03-14,2017-03-27,2017-03-30,2017-04-04,2017-04-06,Bug,
BKG-663,https://its.it.lan.com/browse/BKG-663,,2017-03-14,,2017-03-14,2017-03-15,,,2017-03-20,Spike,
BKG-672,https://its.it.lan.com/browse/BKG-672,,2017-03-21,,2017-03-21,2017-03-22,2017-03-24,2017-03-27,2017-03-28,Bug,
BKG-674,https://its.it.lan.com/browse/BKG-674,,2017-03-23,,2017-04-04,2017-04-06,2017-04-17,2017-04-17,2017-04-18,Story,
BKG-676,https://its.it.lan.com/browse/BKG-676,,2017-03-28,,,,,,2017-06-05,Story,
BKG-678,https://its.it.lan.com/browse/BKG-678,,2017-04-03,,2017-04-05,2017-04-10,2017-04-12,2017-04-12,2017-04-13,Story,
BKG-679,https://its.it.lan.com/browse/BKG-679,,2017-04-04,,2017-04-04,2017-04-10,2017-04-17,2017-04-17,2017-04-18,Task,
BKG-680,https://its.it.lan.com/browse/BKG-680,,2017-04-07,,2017-04-07,2017-04-07,2017-04-10,2017-04-11,2017-04-12,Bug,
BKG-681,https://its.it.lan.com/browse/BKG-681,,2017-04-07,,2017-04-10,2017-04-13,,,2017-04-18,Spike,
BKG-682,https://its.it.lan.com/browse/BKG-682,,2017-04-10,,2017-04-17,2017-04-17,2017-05-17,2017-05-17,2017-05-19,Task,
BKG-683,https://its.it.lan.com/browse/BKG-683,,2017-04-10,,2017-06-20,2017-06-20,2017-06-21,2017-06-21,2017-06-22,Task,
BKG-685,https://its.it.lan.com/browse/BKG-685,,2017-04-10,,2017-04-10,2017-04-10,2017-04-10,2017-04-10,2017-04-12,Task,
BKG-686,https://its.it.lan.com/browse/BKG-686,,2017-04-10,,2017-06-16,2017-06-16,2017-06-19,2017-06-19,2017-06-20,Task,
BKG-690,https://its.it.lan.com/browse/BKG-690,,2017-04-17,,2017-04-17,2017-04-18,,,2017-04-19,Spike,
BKG-691,https://its.it.lan.com/browse/BKG-691,,2017-04-17,,2017-04-17,2017-04-17,2017-04-17,2017-04-18,2017-04-18,Task,
BKG-692,https://its.it.lan.com/browse/BKG-692,,2017-04-17,,2017-04-18,2017-04-18,2017-04-20,2017-04-21,2017-04-24,Bug,
BKG-693,https://its.it.lan.com/browse/BKG-693,,2017-04-17,,2017-04-18,2017-04-18,2017-04-18,2017-04-20,2017-04-24,Bug,
BKG-694,https://its.it.lan.com/browse/BKG-694,,2017-04-18,,2017-04-18,2017-04-18,2017-04-18,2017-04-18,2017-04-18,Task,
BKG-695,https://its.it.lan.com/browse/BKG-695,,2017-04-18,,2017-04-20,2017-04-20,2017-04-26,2017-05-02,2017-05-03,Story,
BKG-696,https://its.it.lan.com/browse/BKG-696,,2017-04-18,,2017-04-20,2017-04-21,2017-04-24,2017-04-25,2017-04-25,Story,
BKG-697,https://its.it.lan.com/browse/BKG-697,,2017-04-18,,2017-06-06,2017-06-06,2017-06-07,2017-06-07,2017-06-08,Bug,
BKG-698,https://its.it.lan.com/browse/BKG-698,,2017-04-18,,2017-04-18,2017-04-21,2017-04-21,2017-04-24,2017-05-10,Task,
BKG-700,https://its.it.lan.com/browse/BKG-700,,2017-04-20,,2017-04-20,2017-04-21,2017-04-27,2017-04-27,2017-05-03,Story,
BKG-706,https://its.it.lan.com/browse/BKG-706,,2017-04-21,,2017-04-21,2017-04-24,2017-04-24,2017-04-24,2017-04-25,Task,
BKG-707,https://its.it.lan.com/browse/BKG-707,,2017-04-24,,2017-04-24,2017-04-24,2017-04-24,2017-04-24,2017-04-25,Task,
BKG-708,https://its.it.lan.com/browse/BKG-708,,2017-04-24,,2017-04-24,2017-04-24,2017-04-25,2017-04-25,2017-04-26,Task,
BKG-709,https://its.it.lan.com/browse/BKG-709,,2017-04-27,,2017-04-27,2017-04-27,2017-05-02,2017-05-02,2017-05-03,Story,
BKG-710,https://its.it.lan.com/browse/BKG-710,,2017-04-27,,2017-04-27,2017-04-27,2017-05-29,2017-05-29,2017-05-30,Task,
BKG-718,https://its.it.lan.com/browse/BKG-718,,2017-05-02,,2017-05-02,2017-05-02,,,2017-05-02,Bug,
BKG-719,https://its.it.lan.com/browse/BKG-719,,2017-05-02,,2017-05-02,2017-05-02,2017-05-03,2017-05-04,2017-05-04,Bug,
BKG-720,https://its.it.lan.com/browse/BKG-720,,2017-05-03,,2017-05-03,2017-05-03,2017-05-04,2017-05-04,2017-05-04,Story,
BKG-721,https://its.it.lan.com/browse/BKG-721,,2017-05-03,,2017-05-03,2017-05-03,2017-05-04,2017-05-04,2017-05-04,Task,
BKG-722,https://its.it.lan.com/browse/BKG-722,,2017-05-04,,2017-05-04,2017-05-08,2017-05-08,2017-05-08,2017-05-10,Story,
BKG-723,https://its.it.lan.com/browse/BKG-723,,2017-05-04,,2017-05-04,2017-05-08,2017-05-08,2017-05-08,2017-05-10,Bug,
BKG-724,https://its.it.lan.com/browse/BKG-724,,2017-05-04,,2017-05-04,2017-05-04,2017-05-04,2017-05-04,2017-05-04,Task,
BKG-725,https://its.it.lan.com/browse/BKG-725,,2017-05-05,,2017-05-05,2017-05-05,2017-05-10,2017-05-10,2017-05-10,Bug,
BKG-727,https://its.it.lan.com/browse/BKG-727,,2017-05-05,,2017-05-05,2017-05-05,2017-05-05,2017-05-05,2017-05-05,Task,
BKG-728,https://its.it.lan.com/browse/BKG-728,,2017-05-05,,2017-05-05,2017-05-05,2017-05-05,2017-05-05,2017-05-08,Bug,
BKG-729,https://its.it.lan.com/browse/BKG-729,,2017-05-05,,2017-05-08,2017-05-08,2017-05-08,2017-05-08,2017-05-10,Bug,
BKG-730,https://its.it.lan.com/browse/BKG-730,,2017-05-08,,2017-05-08,2017-05-11,,,2017-05-15,Spike,
BKG-731,https://its.it.lan.com/browse/BKG-731,,2017-05-08,,2017-05-08,2017-05-09,2017-05-10,2017-05-10,2017-05-10,Bug,
BKG-732,https://its.it.lan.com/browse/BKG-732,,2017-05-10,,2017-05-15,2017-05-15,2017-05-16,2017-05-17,2017-05-17,Story,
BKG-734,https://its.it.lan.com/browse/BKG-734,,2017-05-10,,2017-05-10,2017-05-10,2017-05-10,2017-05-10,2017-05-15,Bug,
BKG-736,https://its.it.lan.com/browse/BKG-736,,2017-05-12,,2017-05-12,2017-05-12,2017-05-15,2017-05-15,2017-05-16,Bug,
BKG-737,https://its.it.lan.com/browse/BKG-737,,2017-05-12,,2017-05-29,2017-05-29,2017-05-31,2017-05-31,2017-06-05,Story,
BKG-738,https://its.it.lan.com/browse/BKG-738,,2017-05-12,,2017-05-16,2017-05-17,2017-05-17,2017-05-17,2017-05-23,Bug,
BKG-739,https://its.it.lan.com/browse/BKG-739,,2017-05-12,,2017-05-16,2017-05-16,2017-05-17,2017-05-17,2017-05-19,Bug,
BKG-740,https://its.it.lan.com/browse/BKG-740,,2017-05-15,,2017-05-15,2017-05-15,2017-05-16,2017-05-16,2017-05-16,Bug,
BKG-741,https://its.it.lan.com/browse/BKG-741,,2017-05-15,,2017-05-16,2017-05-16,2017-05-17,2017-05-17,2017-05-17,Bug,
BKG-742,https://its.it.lan.com/browse/BKG-742,,2017-05-16,,2017-05-16,2017-05-16,2017-05-16,2017-05-16,2017-05-16,Bug,
BKG-743,https://its.it.lan.com/browse/BKG-743,,2017-05-16,,2017-05-16,2017-05-17,2017-05-17,2017-05-17,2017-05-19,Task,
BKG-744,https://its.it.lan.com/browse/BKG-744,,2017-05-17,,2017-05-17,2017-05-17,2017-05-17,2017-05-18,2017-05-18,Bug,
BKG-745,https://its.it.lan.com/browse/BKG-745,,2017-05-17,,2017-05-17,2017-05-17,2017-05-17,2017-05-17,2017-05-17,Task,
BKG-746,https://its.it.lan.com/browse/BKG-746,,2017-05-17,,2017-05-17,2017-05-17,2017-05-17,2017-05-17,2017-05-19,Task,
BKG-747,https://its.it.lan.com/browse/BKG-747,,2017-05-17,,2017-05-17,2017-05-17,2017-05-17,2017-05-18,2017-05-18,Bug,
BKG-748,https://its.it.lan.com/browse/BKG-748,,2017-05-18,,2017-05-18,2017-05-18,2017-05-19,2017-05-22,2017-05-23,Story,
BKG-750,https://its.it.lan.com/browse/BKG-750,,2017-05-18,,2017-05-18,2017-05-18,2017-05-18,2017-05-18,2017-05-19,Bug,
BKG-751,https://its.it.lan.com/browse/BKG-751,,2017-05-18,,2017-05-22,2017-05-22,2017-05-23,2017-05-23,2017-05-23,Bug,
BKG-752,https://its.it.lan.com/browse/BKG-752,,2017-05-19,,2017-06-07,2017-06-07,2017-06-08,2017-06-08,2017-06-08,Bug,
BKG-753,https://its.it.lan.com/browse/BKG-753,,2017-05-22,,2017-05-22,2017-05-22,2017-05-22,2017-05-23,2017-05-23,Bug,
BKG-754,https://its.it.lan.com/browse/BKG-754,,2017-05-22,,2017-05-22,2017-05-24,,,2017-11-16,Bug,
BKG-755,https://its.it.lan.com/browse/BKG-755,,2017-05-22,,2017-05-22,2017-05-22,2017-05-22,2017-05-22,2017-05-23,Task,
BKG-756,https://its.it.lan.com/browse/BKG-756,,2017-05-23,,2017-05-23,2017-05-23,2017-05-23,2017-05-23,2017-05-24,Bug,
BKG-757,https://its.it.lan.com/browse/BKG-757,,2017-05-23,,2017-05-23,2017-05-23,2017-05-23,2017-05-23,2017-05-23,Task,
BKG-758,https://its.it.lan.com/browse/BKG-758,,2017-05-23,,2017-06-08,2017-06-08,2017-06-09,,2017-06-12,Task,
BKG-759,https://its.it.lan.com/browse/BKG-759,,2017-05-23,,2017-05-23,2017-05-23,2017-05-23,2017-05-23,2017-05-23,Task,
BKG-760,https://its.it.lan.com/browse/BKG-760,,2017-05-23,,2017-05-23,2017-05-23,2017-05-23,2017-05-24,2017-05-24,Task,
BKG-761,https://its.it.lan.com/browse/BKG-761,,2017-05-23,,2017-05-23,2017-05-23,2017-05-23,2017-05-24,2017-05-24,Task,
BKG-762,https://its.it.lan.com/browse/BKG-762,,2017-05-23,,2017-05-24,2017-05-26,2017-05-31,2017-06-02,2017-06-05,Bug,
BKG-763,https://its.it.lan.com/browse/BKG-763,,2017-05-26,,2017-05-29,2017-05-30,2017-05-31,2017-06-02,2017-06-05,Story,
BKG-764,https://its.it.lan.com/browse/BKG-764,,2017-05-29,,2017-05-29,2017-05-29,2017-05-30,2017-05-30,2017-05-30,Bug,
BKG-765,https://its.it.lan.com/browse/BKG-765,,2017-05-29,,2017-06-27,2017-06-27,2017-06-29,2017-06-29,2017-06-30,Bug,
BKG-766,https://its.it.lan.com/browse/BKG-766,,2017-05-30,,,,,,2017-08-25,Story,
BKG-767,https://its.it.lan.com/browse/BKG-767,,2017-06-01,,2017-06-05,2017-06-05,2017-06-05,2017-06-07,2017-06-08,Story,
BKG-768,https://its.it.lan.com/browse/BKG-768,,2017-06-01,,2017-06-01,2017-06-01,2017-06-01,2017-06-02,2017-06-02,Task,
BKG-769,https://its.it.lan.com/browse/BKG-769,,2017-06-01,,2017-06-01,2017-06-02,2017-06-02,2017-06-02,2017-06-02,Bug,
BKG-770,https://its.it.lan.com/browse/BKG-770,,2017-06-01,,2017-06-01,2017-06-05,2017-06-05,2017-06-05,2017-06-06,Task,
BKG-771,https://its.it.lan.com/browse/BKG-771,,2017-06-01,,2017-06-01,2017-06-05,2017-06-05,2017-06-06,2017-06-06,Task,
BKG-776,https://its.it.lan.com/browse/BKG-776,,2017-06-05,,2017-06-05,2017-06-05,2017-06-05,2017-06-05,2017-06-05,Bug,
BKG-777,https://its.it.lan.com/browse/BKG-777,,2017-06-05,,2017-06-08,2017-06-08,2017-06-08,2017-06-09,2017-06-09,Story,
BKG-786,https://its.it.lan.com/browse/BKG-786,,2017-06-05,,2017-06-23,2017-06-23,2017-06-23,2017-06-27,2017-06-28,Task,
BKG-787,https://its.it.lan.com/browse/BKG-787,,2017-06-05,,2017-06-22,2017-06-22,2017-06-22,2017-06-23,2017-06-23,Task,
BKG-789,https://its.it.lan.com/browse/BKG-789,,2017-06-05,,2017-06-23,2017-06-27,2017-06-28,2017-06-29,2017-06-30,Task,
